year,rank,title,artist,title_clean,artist_clean,primary_artist
2024,90,"""World on Fire""",Nate Smith,world on fire,nate smith,nate smith
2024,91,"""On My Mama""",Victoria Monét,on my mama,victoria monét,victoria monét
2024,92,"""Yes, And?""",Ariana Grande,"yes, and?",ariana grande,ariana grande
2024,93,"""Exes""",Tate McRae,exes,tate mcrae,tate mcrae
2024,94,"""A Holly Jolly Christmas""",Burl Ives,a holly jolly christmas,burl ives,burl ives
2024,95,"""Wind Up Missin' You""",Tucker Wetmore,wind up missin' you,tucker wetmore,tucker wetmore
2024,96,"""Bulletproof""",Nate Smith,bulletproof,nate smith,nate smith
2024,97,"""Fe!n""",Travis Scott featuring Playboi Carti,fe!n,travis scott featuring playboi carti,travis scott
2024,98,"""The Painter""",Cody Johnson,the painter,cody johnson,cody johnson
2024,99,"""Down Bad""",Taylor Swift,down bad,taylor swift,taylor swift
2024,100,"""Dance the Night""",Dua Lipa,dance the night,dua lipa,dua lipa
2025,1,"""Die with a Smile""",Lady Gaga and Bruno Mars,die with a smile,lady gaga and bruno mars,lady gaga and bruno mars
2025,2,"""Luther""",Kendrick Lamar and SZA,luther,kendrick lamar and sza,kendrick lamar and sza
2025,3,"""A Bar Song (Tipsy)""",Shaboozey,a bar song (tipsy),shaboozey,shaboozey
2025,4,"""Lose Control""",Teddy Swims,lose control,teddy swims,teddy swims
2025,5,"""Birds of a Feather""",Billie Eilish,birds of a feather,billie eilish,billie eilish
2025,6,"""Beautiful Things""",Benson Boone,beautiful things,benson boone,benson boone
2025,7,"""Ordinary""",Alex Warren,ordinary,alex warren,alex warren
2025,8,"""I Had Some Help""",Post Malone featuring Morgan Wallen,i had some help,post malone featuring morgan wallen,post malone
2025,9,"""APT.""",Rosé and Bruno Mars,apt.,rosé and bruno mars,rosé and bruno mars
2025,10,"""Pink Pony Club""",Chappell Roan,pink pony club,chappell roan,chappell roan
2025,11,"""Love Somebody""",Morgan Wallen,love somebody,morgan wallen,morgan wallen
2025,12,"""Espresso""",Sabrina Carpenter,espresso,sabrina carpenter,sabrina carpenter
2025,13,"""I'm the Problem""",Morgan Wallen,i'm the problem,morgan wallen,morgan wallen
2025,14,"""That's So True""",Gracie Abrams,that's so true,gracie abrams,gracie abrams
2025,15,"""TV Off""",Kendrick Lamar featuring Lefty Gunplay,tv off,kendrick lamar featuring lefty gunplay,kendrick lamar
2025,16,"""Timeless""",The Weeknd and Playboi Carti,timeless,the weeknd and playboi carti,the weeknd and playboi carti
2025,17,"""Not Like Us""",Kendrick Lamar,not like us,kendrick lamar,kendrick lamar
2025,18,"""Just in Case""",Morgan Wallen,just in case,morgan wallen,morgan wallen
2025,19,"""Taste""",Sabrina Carpenter,taste,sabrina carpenter,sabrina carpenter
2025,20,"""Squabble Up""",Kendrick Lamar,squabble up,kendrick lamar,kendrick lamar
2025,21,"""30 for 30""",SZA and Kendrick Lamar,30 for 30,sza and kendrick lamar,sza and kendrick lamar
2025,22,"""Mutt""",Leon Thomas,mutt,leon thomas,leon thomas
2025,23,"""Good News""",Shaboozey,good news,shaboozey,shaboozey
2025,24,"""Nokia""",Drake,nokia,drake,drake
2025,25,"""Golden""","Huntrix: Ejae, Audrey Nuna and Rei Ami",golden,"huntrix: ejae, audrey nuna and rei ami","huntrix: ejae, audrey nuna and rei ami"
2025,26,"""Wildflower""",Billie Eilish,wildflower,billie eilish,billie eilish
2025,27,"""What I Want""",Morgan Wallen featuring Tate McRae,what i want,morgan wallen featuring tate mcrae,morgan wallen
2025,28,"""Messy""",Lola Young,messy,lola young,lola young
2025,29,"""Stargazing""",Myles Smith,stargazing,myles smith,myles smith
2025,30,"""Love Me Not""",Ravyn Lenae,love me not,ravyn lenae,ravyn lenae
2025,31,"""Good Luck, Babe!""",Chappell Roan,"good luck, babe!",chappell roan,chappell roan
2025,32,"""No One Noticed""",The Marías,no one noticed,the marías,the marías
2025,33,"""All the Way""",BigXthaPlug featuring Bailey Zimmerman,all the way,bigxthaplug featuring bailey zimmerman,bigxthaplug
2025,34,"""Too Sweet""",Hozier,too sweet,hozier,hozier
2025,35,"""Worst Way""",Riley Green,worst way,riley green,riley green
2025,36,"""Sailor Song""",Gigi Perez,sailor song,gigi perez,gigi perez
2025,37,"""Sorry I'm Here for Someone Else""",Benson Boone,sorry i'm here for someone else,benson boone,benson boone
2025,38,"""Manchild""",Sabrina Carpenter,manchild,sabrina carpenter,sabrina carpenter
2025,39,"""Anxiety""",Doechii,anxiety,doechii,doechii
2025,40,"""I Got Better""",Morgan Wallen,i got better,morgan wallen,morgan wallen
2025,41,"""Sticky""","Tyler, the Creator featuring GloRilla, Sexyy Red and Lil Wayne",sticky,"tyler, the creator featuring glorilla, sexyy red and lil wayne","tyler, the creator"
2025,42,"""Undressed""",Sombr,undressed,sombr,sombr
2025,43,"""I Never Lie""",Zach Top,i never lie,zach top,zach top
2025,44,"""Back to Friends""",Sombr,back to friends,sombr,sombr
2025,45,"""Bed Chem""",Sabrina Carpenter,bed chem,sabrina carpenter,sabrina carpenter
2025,46,"""Sports Car""",Tate McRae,sports car,tate mcrae,tate mcrae
2025,47,"""Mystical Magical""",Benson Boone,mystical magical,benson boone,benson boone
2025,48,"""Whatchu Kno About Me""",GloRilla and Sexyy Red,whatchu kno about me,glorilla and sexyy red,glorilla and sexyy red
2025,49,"""Indigo""",Sam Barber featuring Avery Anna,indigo,sam barber featuring avery anna,sam barber
2025,50,"""Please Please Please""",Sabrina Carpenter,please please please,sabrina carpenter,sabrina carpenter
2025,51,"""DTMF""",Bad Bunny,dtmf,bad bunny,bad bunny
2025,52,"""Blue Strips""",Jessie Murph,blue strips,jessie murph,jessie murph
2025,53,"""Peekaboo""",Kendrick Lamar featuring AzChike,peekaboo,kendrick lamar featuring azchike,kendrick lamar
2025,54,"""Your Idol""","Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo and Samuil Lee",your idol,"saja boys: andrew choi, neckwav, danny chung, kevin woo and samuil lee","saja boys: andrew choi, neckwav, danny chung, kevin woo and samuil lee"
2025,55,"""High Road""",Koe Wetzel featuring Jessie Murph,high road,koe wetzel featuring jessie murph,koe wetzel
2025,56,"""Abracadabra""",Lady Gaga,abracadabra,lady gaga,lady gaga
2025,57,"""Who""",Jimin,who,jimin,jimin
2025,58,"""Burning Blue""",Mariah the Scientist,burning blue,mariah the scientist,mariah the scientist
2025,59,"""All I Want for Christmas Is You""",Mariah Carey,all i want for christmas is you,mariah carey,mariah carey
2025,60,"""Daisies""",Justin Bieber,daisies,justin bieber,justin bieber
2025,61,"""Soda Pop""","Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo and Samuil Lee",soda pop,"saja boys: andrew choi, neckwav, danny chung, kevin woo and samuil lee","saja boys: andrew choi, neckwav, danny chung, kevin woo and samuil lee"
2025,62,"""Like Him""","Tyler, the Creator featuring Lola Young",like him,"tyler, the creator featuring lola young","tyler, the creator"
2025,63,"""Residuals""",Chris Brown,residuals,chris brown,chris brown
2025,64,"""Smile""",Morgan Wallen,smile,morgan wallen,morgan wallen
2025,65,"""Last Christmas""",Wham!,last christmas,wham!,wham!
2025,66,"""Am I Okay?""",Megan Moroney,am i okay?,megan moroney,megan moroney
2025,67,"""Rockin' Around the Christmas Tree""",Brenda Lee,rockin' around the christmas tree,brenda lee,brenda lee
2025,68,"""How It's Done""","Huntrix: Ejae, Audrey Nuna and Rei Ami",how it's done,"huntrix: ejae, audrey nuna and rei ami","huntrix: ejae, audrey nuna and rei ami"
2025,69,"""Happen to Me""",Russell Dickerson,happen to me,russell dickerson,russell dickerson
2025,70,"""Baile Inolvidable""",Bad Bunny,baile inolvidable,bad bunny,bad bunny
2025,71,"""Weren't for the Wind""",Ella Langley,weren't for the wind,ella langley,ella langley
2025,72,"""I Ain't Comin' Back""",Morgan Wallen featuring Post Malone,i ain't comin' back,morgan wallen featuring post malone,morgan wallen
2025,73,"""Cry for Me""",The Weeknd,cry for me,the weeknd,the weeknd
2025,74,"""Bad Dreams""",Teddy Swims,bad dreams,teddy swims,teddy swims
2025,75,"""Denial Is a River""",Doechii,denial is a river,doechii,doechii
2025,76,"""BMF""",SZA,bmf,sza,sza
2025,77,"""Eoo""",Bad Bunny,eoo,bad bunny,bad bunny
2025,78,"""I'm Gonna Love You""",Cody Johnson and Carrie Underwood,i'm gonna love you,cody johnson and carrie underwood,cody johnson and carrie underwood
2025,79,"""I Am Not Okay""",Jelly Roll,i am not okay,jelly roll,jelly roll
2025,80,"""Backup Plan""",Bailey Zimmerman and Luke Combs,backup plan,bailey zimmerman and luke combs,bailey zimmerman and luke combs
2025,81,"""Jingle Bell Rock""",Bobby Helms,jingle bell rock,bobby helms,bobby helms
2025,82,"""Revolving Door""",Tate McRae,revolving door,tate mcrae,tate mcrae
2025,83,"""What It Sounds Like""","Huntrix: Ejae, Audrey Nuna and Rei Ami",what it sounds like,"huntrix: ejae, audrey nuna and rei ami","huntrix: ejae, audrey nuna and rei ami"
2025,84,"""Hard Fought Hallelujah""",Brandon Lake and Jelly Roll,hard fought hallelujah,brandon lake and jelly roll,brandon lake and jelly roll
2025,85,"""Somebody Loves Me""",PartyNextDoor and Drake,somebody loves me,partynextdoor and drake,partynextdoor and drake
2025,86,"""Liar""",Jelly Roll,liar,jelly roll,jelly roll
2025,87,"""Tu Boda""",Óscar Maydon and Fuerza Regida,tu boda,óscar maydon and fuerza regida,óscar maydon and fuerza regida
2025,88,"""After All the Bars Are Closed""",Thomas Rhett,after all the bars are closed,thomas rhett,thomas rhett
2025,89,"""Nuevayol""",Bad Bunny,nuevayol,bad bunny,bad bunny
2025,90,"""20 Cigarettes""",Morgan Wallen,20 cigarettes,morgan wallen,morgan wallen
2025,91,"""Rather Lie""",Playboi Carti and the Weeknd,rather lie,playboi carti and the weeknd,playboi carti and the weeknd
2025,92,"""Free""",Ejae and Andrew Choi,free,ejae and andrew choi,ejae and andrew choi
2025,93,"""Takedown""","Huntrix: Ejae, Audrey Nuna and Rei Ami",takedown,"huntrix: ejae, audrey nuna and rei ami","huntrix: ejae, audrey nuna and rei ami"
2025,94,"""Heart of a Woman""",Summer Walker,heart of a woman,summer walker,summer walker
2025,95,"""House Again""",Hudson Westbrook,house again,hudson westbrook,hudson westbrook
2025,96,"""Dark Thoughts""",Lil Tecca,dark thoughts,lil tecca,lil tecca
2025,97,"""No Pole""",Don Toliver,no pole,don toliver,don toliver
2025,98,"""Folded""",Kehlani,folded,kehlani,kehlani
2025,99,"""Superman""",Morgan Wallen,superman,morgan wallen,morgan wallen
2025,100,"""Loco""",Netón Vega,loco,netón vega,netón vega
